row_id,efficiency_binning_quantile,eff_times_minutes_binning_quantile,scoring_impact_binning_quantile,eff_per_point_binning_quantile,eff_per_min_binning_quantile,scoring_volume_binning_quantile,target
8641,17,6,6,2,4,6,1
4616,16,5,5,6,5,4,1
4454,18,6,6,3,4,6,1
1205,12,4,4,3,3,4,1
6621,19,6,6,2,5,6,1
6304,7,3,3,1,3,3,0
4589,3,1,1,6,2,1,0
5298,4,1,2,3,4,2,0
5629,6,2,2,4,3,2,0
3680,18,6,6,4,4,6,1
8022,16,4,5,6,6,4,1
7141,9,3,3,4,4,3,0
926,3,1,2,2,4,2,0
2984,16,5,5,6,5,4,1
2287,11,2,3,6,6,2,1
8648,18,6,6,4,5,6,1
293,9,3,3,5,4,3,0
4027,3,2,2,2,2,2,0
116,2,1,1,1,1,2,0
5903,4,2,2,1,1,3,0
989,1,1,1,4,1,1,0
7222,2,1,1,6,1,1,0
3864,17,6,5,4,3,6,1
193,14,5,4,5,3,4,1
4064,4,1,2,2,6,1,0
3224,6,2,2,5,6,1,0
8998,12,5,4,4,2,4,0
3229,9,3,3,3,5,3,1
2103,20,6,6,4,5,6,1
3961,11,5,4,3,1,5,1
5459,6,3,3,2,1,4,0
7925,15,5,5,4,3,5,0
858,17,6,6,2,4,6,0
235,7,3,3,1,2,4,0
199,3,1,2,1,3,2,0
8417,10,3,4,2,6,3,0
6622,3,2,2,2,2,2,0
10,3,2,2,3,2,2,0
328,12,4,4,3,5,4,0
5904,3,2,1,6,1,1,0
751,5,1,1,6,6,1,0
262,1,1,1,6,1,1,0
821,2,1,1,3,4,1,0
4638,15,5,5,3,2,6,1
4606,13,4,5,2,6,4,1
5125,12,4,4,5,4,4,1
8669,18,6,6,2,4,6,1
8251,2,1,1,6,2,1,0
5934,7,2,3,1,5,3,0
8378,13,4,4,4,4,4,0
1827,17,5,6,3,5,5,1
6805,19,6,6,4,4,6,1
3356,11,4,4,3,4,4,0
2170,19,6,6,5,3,6,1
8166,7,4,3,1,1,4,0
5310,12,5,5,2,2,5,0
5979,15,5,5,2,4,5,1
1659,16,5,5,4,4,5,1
1857,15,4,4,6,6,3,1
3919,4,1,2,3,6,1,0
4256,17,6,6,4,4,6,0
7810,1,1,1,1,1,1,0
7354,4,1,2,3,6,1,0
2701,3,1,2,1,2,2,0
204,5,2,2,2,5,2,0
2697,12,4,5,2,3,5,1
4908,1,1,1,5,1,1,0
1892,18,6,6,5,4,5,1
4967,11,4,4,2,3,5,0
524,16,6,5,3,2,6,1
5002,11,4,4,3,2,4,1
3153,7,3,3,3,2,3,1
5164,5,2,2,3,2,2,0
5009,7,2,2,6,5,1,0
153,16,4,6,1,6,4,1
1075,1,1,1,6,4,1,0
6317,9,4,3,3,2,4,0
7616,1,1,1,5,1,1,0
1413,10,4,3,5,2,4,0
1535,7,2,2,6,6,1,0
887,18,6,6,3,5,6,1
6508,11,4,4,3,2,4,0
1649,9,4,3,5,2,3,0
2791,15,6,5,2,2,6,0
8573,17,6,6,1,4,6,1
7562,9,3,3,4,4,3,0
3981,10,4,4,1,2,5,1
4146,5,2,3,1,2,3,0
3291,18,5,6,3,6,5,1
348,18,6,6,5,4,6,1
5457,7,2,2,4,4,2,0
4070,18,6,6,4,3,6,1
8848,6,2,2,3,4,2,0
105,10,4,4,3,3,4,0
27,19,6,6,5,5,5,1
2906,15,5,6,1,3,6,1
3363,16,4,6,2,6,5,0
1628,5,3,2,1,1,4,0
1592,6,2,3,1,5,2,1
8674,20,6,6,5,5,6,1
4552,10,2,4,1,6,3,0
6263,15,5,5,2,3,6,1
7429,8,4,2,6,1,3,1
4705,11,4,4,3,2,4,1
2173,6,2,3,2,5,2,0
2066,8,3,3,2,3,4,0
8718,8,3,3,4,5,2,0
2501,4,2,2,2,4,2,0
3303,16,5,5,4,4,5,0
5104,14,4,4,6,4,4,1
7247,18,6,5,6,5,5,1
5156,12,5,4,3,2,5,0
3611,14,5,5,3,2,5,0
4211,19,6,6,3,5,6,1
2156,14,4,5,3,5,4,1
4557,1,1,1,6,1,1,0
8175,1,1,1,1,1,1,0
8134,15,4,5,5,6,4,1
8634,2,1,1,5,4,1,0
433,13,3,4,5,6,3,1
6411,11,3,3,6,5,2,1
1068,17,6,5,6,3,5,1
417,14,5,4,5,4,4,1
645,17,6,6,4,4,5,0
3794,11,4,3,6,5,3,1
5335,6,2,3,1,3,3,0
2334,7,3,2,4,2,3,0
8500,5,2,2,1,2,3,0
1064,16,5,6,1,3,6,1
5646,20,6,6,5,4,6,1
8000,3,1,1,4,3,1,0
8652,11,4,4,1,3,5,0
1269,11,3,4,2,5,4,0
5547,17,6,6,3,3,6,1
4050,10,3,3,5,4,3,0
652,10,4,4,2,2,4,0
2979,16,6,6,1,2,6,1
7290,18,6,6,2,4,6,1
1312,10,3,3,6,4,3,1
3727,15,4,4,5,5,4,1
2876,16,6,6,1,3,6,1
1625,5,2,2,1,2,3,0
5967,4,3,2,2,1,3,0
452,10,4,5,1,2,5,0
7174,9,4,3,5,2,3,0
2046,18,6,6,3,5,6,1
3527,10,4,3,4,2,4,0
29,4,2,2,4,2,2,1
6166,11,3,4,4,5,3,1
1940,18,5,5,5,6,5,1
8109,7,3,3,2,1,4,0
1922,17,6,6,3,3,6,1
6559,16,6,5,3,1,6,0
1785,4,2,2,1,1,3,0
5006,9,3,4,1,4,4,0
2194,20,6,6,4,5,6,1
8149,10,4,4,2,3,4,0
6439,1,1,1,6,1,1,0
5202,13,5,4,5,2,4,1
3326,20,6,6,4,5,6,1
2547,13,4,4,4,6,3,1
6071,16,5,5,3,5,5,1
3050,8,3,2,5,3,2,0
3324,8,3,3,3,4,3,0
2641,7,2,2,6,5,2,0
8395,13,5,5,3,2,5,1
2110,6,2,3,2,4,3,0
6811,10,3,4,2,4,4,0
2001,20,6,6,5,5,6,1
1029,4,1,2,2,5,2,0
7859,10,5,4,1,1,5,0
8074,20,6,6,4,5,6,1
309,16,5,5,2,6,5,1
6998,20,6,6,4,5,6,1
5777,4,2,1,6,4,1,0
6318,11,4,3,5,4,3,0
2310,3,2,2,3,2,2,0
5430,11,3,4,2,6,4,1
3774,5,2,2,5,2,2,0
4058,15,5,5,5,2,5,1
3702,19,6,6,4,5,6,1
4159,19,6,6,2,5,6,1
6261,12,2,3,6,6,2,1
8862,15,5,4,5,5,4,1
227,5,2,2,6,2,2,0
5850,15,5,5,4,4,5,1
527,16,6,5,4,3,5,1
5115,7,4,4,1,1,5,0
7463,12,4,4,3,2,5,0
8779,15,5,5,5,3,5,1
1712,14,5,5,3,3,5,1
885,2,1,1,1,6,1,0
5093,16,5,5,4,5,5,1
2932,3,2,2,1,2,3,0
5494,14,5,5,1,3,5,0
4383,18,6,5,5,5,5,1
1369,19,6,6,4,5,6,1
2709,19,6,6,4,5,6,1
8200,19,6,6,2,6,6,0
6296,13,5,5,3,1,5,0
427,9,3,3,4,4,3,0
3721,7,3,2,4,2,3,0
3297,7,3,2,4,2,3,0
8158,13,5,4,4,3,4,1
3059,9,5,3,3,1,5,0
7844,14,4,4,4,5,4,1
5347,12,4,4,5,5,3,0
2424,11,5,4,3,1,5,0
3351,13,4,4,6,6,3,1
3043,18,6,5,5,2,6,1
2544,7,2,3,3,5,2,0
5757,2,2,2,1,1,3,0
7559,3,2,2,2,2,2,0
6732,4,2,2,3,1,2,0
6457,14,5,5,3,2,5,1
1206,2,1,1,4,5,1,0
7548,17,6,6,3,4,6,1
6610,4,1,2,4,5,1,0
3614,13,5,5,3,2,5,1
6699,20,6,6,6,6,6,1
1973,12,4,4,2,4,4,0
5191,7,4,3,3,1,4,0
7857,13,4,5,2,3,5,1
4793,2,1,1,4,1,1,0
4356,8,3,2,5,2,3,0
58,8,3,4,1,2,4,0
5254,10,4,3,4,3,4,0
4888,10,4,4,1,3,4,1
5585,11,3,3,6,6,2,1
6555,9,3,4,1,3,4,1
3030,12,4,4,4,3,4,1
8919,1,1,1,1,1,1,0
5096,16,4,5,2,6,4,0
3097,13,5,5,3,2,5,0
5067,16,5,5,4,6,5,1
3220,8,3,2,6,4,2,0
3506,12,5,4,4,1,5,1
1033,20,6,6,3,6,6,1
4886,4,1,2,4,5,1,0
8818,10,4,4,1,1,5,0
3613,8,3,3,3,3,3,0
8740,2,1,1,5,1,1,0
4907,14,5,6,1,3,6,0
3486,4,1,1,6,6,1,0
7843,16,5,5,5,5,4,1
8513,1,1,1,5,1,1,0
5443,20,6,6,3,6,6,1
6023,2,1,1,2,1,1,0
6707,1,1,1,1,1,1,0
8597,3,2,1,6,1,1,0
6320,2,1,1,1,2,1,0
5041,12,4,4,5,4,4,1
4453,16,5,5,2,4,5,1
4541,10,3,4,1,4,4,0
1037,20,6,6,5,6,6,1
3710,18,6,6,3,3,6,1
256,11,4,4,2,2,4,0
3273,3,2,1,4,2,2,0
5537,13,4,4,4,5,4,1
2053,9,3,3,2,5,3,0
631,14,5,4,6,3,4,1
1679,18,6,5,6,5,5,1
2030,9,3,3,2,5,3,0
2042,6,2,3,2,6,2,0
4555,15,5,4,5,4,4,1
3503,8,2,2,5,6,2,0
6254,7,2,2,6,5,2,0
2738,5,2,1,6,3,1,0
8094,9,3,3,4,3,3,0
7423,9,3,3,5,5,2,0
8253,20,6,6,4,5,6,1
2662,1,1,1,5,2,1,0
804,16,5,5,3,5,5,1
5969,14,5,5,1,3,5,1
6734,13,4,4,5,4,4,1
553,18,6,6,5,4,6,1
5362,3,2,1,4,2,2,0
7786,11,4,4,2,5,4,0
6230,12,4,4,4,3,4,0
3417,13,4,3,6,4,3,1
7192,10,3,3,5,6,2,0
3204,1,1,1,6,3,1,0
2324,9,3,3,4,4,3,0
6713,12,4,4,4,5,4,1
2557,8,3,3,2,2,4,1
2244,3,1,1,5,6,1,0
1815,15,5,6,1,4,6,0
184,3,2,2,1,2,3,0
5371,1,1,1,4,1,1,0
6489,7,2,2,6,5,2,0
3798,1,1,1,1,1,1,0
6145,15,5,4,5,3,4,1
6894,12,3,3,5,6,3,0
2221,8,3,3,2,3,3,0
2417,15,5,5,5,3,5,1
4437,6,3,3,1,1,4,0
283,10,3,4,1,5,4,0
1955,17,5,6,2,5,6,0
3068,11,3,4,2,5,4,1
5188,16,6,6,1,3,6,1
6287,3,2,2,1,1,3,0
2140,7,2,2,4,6,2,0
5531,10,4,3,5,3,3,0
4797,2,1,1,6,2,1,0
2700,9,4,2,6,1,3,0
845,14,5,5,3,2,5,0
496,14,5,5,3,2,5,1
840,12,5,4,3,2,5,0
7234,5,3,2,2,1,3,0
4604,5,1,3,1,6,2,0
4859,2,1,1,1,2,1,0
8368,5,2,2,2,3,2,0
4145,6,3,3,1,2,3,0
7225,14,5,6,1,2,6,0
1763,1,1,1,3,1,1,0
1093,1,1,1,1,1,1,0
2393,20,6,6,4,3,6,1
3536,11,2,4,3,6,2,0
8667,4,3,1,6,1,2,0
1111,7,3,3,2,2,3,0
5908,8,3,2,6,2,2,0
2391,16,5,5,4,5,5,1
5561,10,4,4,1,2,5,0
4950,20,6,6,5,6,6,1
1421,16,5,6,3,5,5,1
5663,8,4,2,6,1,3,0
5888,12,5,5,2,2,5,0
6519,17,6,6,4,4,6,1
2293,20,6,6,4,6,6,1
6905,10,4,4,3,1,5,0
1715,6,2,2,4,3,2,0
2241,9,2,2,6,6,1,0
6422,9,3,2,6,6,2,0
1461,20,6,6,3,5,6,1
4321,16,6,5,4,3,5,1
7351,8,2,3,2,6,3,0
1710,6,2,2,4,5,2,0
4219,11,4,4,1,2,5,0
6031,2,1,1,6,6,1,0
6314,20,6,6,4,6,6,1
1218,4,2,1,5,2,2,0
7588,18,6,6,5,5,6,1
7514,11,5,5,1,1,6,0
8084,2,1,1,6,1,1,0
7953,3,2,1,4,2,2,0
7731,9,3,3,3,3,3,0
5972,14,6,5,3,1,6,1
4920,20,6,6,4,6,6,1
8246,16,5,5,4,3,5,1
464,18,5,6,5,6,5,1
3855,5,1,2,5,6,1,0
3849,12,4,4,2,4,4,0
6328,16,6,5,5,3,5,1
7100,5,2,2,2,2,3,0
7012,14,4,5,3,5,4,0
6239,6,2,2,5,3,2,0
3212,9,2,3,2,6,3,0
5397,14,5,4,5,3,4,1
3816,15,5,5,2,3,5,0
558,2,1,1,1,3,1,0
360,1,1,1,1,1,1,0
8988,16,4,5,4,6,4,1
934,19,6,6,1,5,6,0
728,7,3,3,3,1,3,0
7148,17,6,5,6,2,5,1
3540,3,1,1,6,2,1,0
3053,4,2,2,1,2,3,0
5201,15,5,5,2,5,5,0
8707,16,5,5,6,6,4,1
2018,1,1,1,1,1,2,0
6695,13,3,5,1,6,4,0
2913,20,6,6,2,4,6,1
2907,14,4,5,3,6,4,1
6259,11,4,3,6,4,3,1
2761,3,1,2,2,6,1,0
8298,11,2,3,5,6,2,0
628,2,1,1,3,2,1,0
7646,11,4,4,2,4,4,0
949,16,5,5,5,5,5,1
803,11,4,3,5,3,3,1
4470,15,5,5,3,3,5,1
8214,16,6,5,4,3,6,1
3389,13,4,4,6,5,3,1
3967,1,1,1,2,2,1,0
868,14,5,4,4,4,4,1
7697,11,3,4,2,6,3,0
2315,8,3,3,4,3,3,1
6061,20,6,6,5,6,6,1
5284,2,1,1,4,4,1,0
6628,10,3,4,1,5,4,0
7807,2,1,1,6,1,1,0
5659,15,5,6,1,3,6,0
5648,17,5,6,4,6,5,1
4096,5,2,2,2,4,2,0
1953,17,6,6,4,2,6,1
1152,9,4,3,3,2,4,0
4196,10,3,3,6,5,2,0
5236,8,3,3,3,3,3,0
4700,17,5,6,2,5,6,1
8743,10,4,4,1,2,4,0
1906,10,4,4,3,2,4,0
4206,4,1,1,6,5,1,0
4942,9,4,2,6,2,2,0
6363,6,2,2,3,6,2,0
5309,13,4,4,4,4,4,0
7428,2,1,1,1,2,2,0
7517,13,4,4,6,3,4,1
2510,8,3,3,3,3,3,0
552,15,5,4,6,3,4,1
6338,18,6,5,5,5,5,1
1566,9,4,4,1,1,5,0
4769,19,6,6,5,5,6,1
5043,3,1,3,1,5,2,0
6799,3,2,2,2,1,3,0
8861,4,2,1,6,4,1,0
1230,19,6,6,2,5,6,1
6914,19,6,6,5,5,6,1
6989,9,3,3,5,3,3,0
3219,15,5,5,4,4,5,1
2581,9,3,4,1,3,4,0
8815,3,1,2,2,6,1,0
4824,1,1,1,4,1,1,0
4721,2,1,1,1,3,1,0
1583,17,5,6,4,6,5,1
2546,16,6,5,4,3,5,1
7343,10,2,4,3,6,3,0
3360,20,6,6,2,6,6,1
4603,14,5,4,4,4,4,1
482,1,1,1,5,1,1,0
4822,3,2,1,4,2,2,0
6602,3,2,2,1,1,3,0
5304,4,2,2,3,3,2,0
5042,7,2,3,3,4,3,0
318,18,6,6,5,5,5,1
6839,1,1,1,6,1,1,0
6201,16,5,5,5,4,5,0
2084,12,4,5,1,3,5,1
1675,5,2,2,2,2,3,0
5578,2,1,1,6,2,1,0
8827,11,3,4,2,6,3,1
7172,13,5,5,1,3,5,1
6095,6,2,3,2,3,3,0
3244,16,6,5,4,1,6,0
253,20,6,6,2,5,6,1
2036,13,5,5,1,1,6,1
1837,2,1,1,1,2,2,0
1944,6,3,2,5,2,2,0
5794,6,2,2,5,3,2,0
1584,14,5,4,6,3,4,1
6270,15,5,5,2,5,5,1
7321,12,3,3,5,6,3,1
2039,9,4,4,1,1,5,0
4180,18,6,6,1,3,6,0
3370,16,5,6,1,4,6,0
2711,3,1,1,4,2,1,0
6336,9,2,3,3,6,3,0
5915,13,5,5,2,2,5,1
7840,1,1,1,6,1,1,0
2794,16,5,5,3,6,5,1
7113,12,4,4,4,3,4,0
5982,4,2,2,2,1,3,0
4222,3,1,2,3,5,1,0
5339,1,1,1,6,1,1,0
8299,18,5,6,2,6,6,0
370,13,4,3,6,5,3,0
8478,13,4,4,4,4,4,1
332,1,1,1,5,1,1,0
4352,18,6,6,2,4,6,0
8426,6,3,3,1,2,3,0
1027,14,4,4,4,5,4,1
5539,18,6,6,1,2,6,1
6735,14,5,6,1,3,6,0
7221,16,5,5,4,6,5,1
2740,3,1,1,5,4,1,0
5450,20,6,6,5,5,6,1
7664,20,6,6,4,4,6,1
1542,14,5,5,1,2,6,0
3184,17,5,6,3,6,5,1
6160,9,3,3,2,5,3,1
7917,9,4,3,5,2,3,1
1980,2,1,1,4,1,1,0
8204,11,3,3,5,5,3,0
3735,4,2,3,1,1,4,0
8047,17,5,5,6,5,5,1
1052,13,4,4,5,6,3,1
973,11,4,4,2,2,5,0
8710,3,2,1,6,2,1,0
6505,17,5,5,6,6,4,1
7712,6,3,3,2,2,3,0
1209,1,1,1,1,1,1,0
1765,11,5,4,3,1,5,0
2418,7,3,3,2,3,3,1
1759,3,2,2,1,1,2,0
1799,4,2,2,3,3,2,0
8259,8,2,2,6,5,2,0
5684,4,1,1,5,5,1,0
7482,14,5,6,1,2,6,0
3625,9,4,4,1,1,5,0
823,7,3,3,2,3,3,0
4115,18,6,6,2,3,6,1
2533,12,3,4,4,6,3,1
3475,2,1,1,5,5,1,0
6262,18,6,6,1,3,6,1
5964,4,2,1,6,1,2,0
8451,5,2,2,6,5,1,0
385,11,3,4,3,5,3,0
1767,4,3,2,2,1,3,0
3894,12,4,4,3,4,4,0
8060,11,4,4,2,2,4,0
2254,8,3,2,5,4,2,1
2773,15,5,5,2,5,5,0
4861,11,4,3,6,4,3,1
5265,16,5,4,6,4,4,1
6608,11,4,4,2,3,4,1
2489,12,4,4,4,4,4,0
7990,16,5,5,5,5,5,1
5993,14,4,4,5,6,4,0
2926,18,6,6,3,5,6,1
850,20,6,6,6,6,5,1
7372,3,1,2,1,5,1,0
5172,19,6,6,2,4,6,1
4494,8,2,2,6,5,2,0
3252,2,1,1,3,1,1,0
7791,19,6,6,2,3,6,1
233,13,3,4,6,6,3,0
5083,18,6,6,4,5,6,1
4237,6,2,2,3,4,2,0
5798,3,1,1,4,4,1,0
5500,13,4,4,6,3,4,1
1664,9,3,3,3,4,3,0
3058,14,5,4,5,3,4,1
6022,20,6,6,5,4,6,1
4079,11,4,4,4,3,4,0
8320,14,4,5,3,6,4,1
663,16,6,6,1,3,6,1
6258,2,1,1,1,2,1,0
903,11,5,4,2,1,5,0
3472,10,3,3,4,4,3,0
1983,8,3,3,2,4,3,0
5187,4,2,2,2,4,2,0
578,15,5,6,1,3,6,1
5947,8,2,2,6,6,1,0
189,14,6,5,3,1,6,1
2916,10,4,3,4,1,4,0
8955,4,2,2,1,1,3,0
8364,11,4,4,3,3,4,0
505,4,2,1,5,3,1,0
1760,19,6,6,5,6,5,1
44,12,5,5,1,2,6,0
7534,16,5,4,6,3,4,1
3725,8,3,3,2,3,3,0
2383,16,6,5,3,2,6,0
1032,5,2,1,6,3,1,0
7472,1,1,1,2,1,1,0
3552,13,5,4,6,2,4,0
3400,16,5,5,3,4,5,1
1913,18,6,6,2,5,6,1
8227,14,5,5,2,3,5,0
8035,8,3,3,2,4,3,0
4024,4,1,1,6,6,1,0
3876,2,1,1,6,4,1,0
6350,20,6,6,4,6,6,1
2567,15,5,5,5,3,5,1
5778,8,3,4,1,3,4,0
3100,16,5,5,5,5,5,0
7909,3,1,1,6,4,1,0
4768,17,5,5,6,5,4,1
6586,15,4,4,6,6,3,1
3368,2,1,1,6,6,1,0
4420,6,2,2,3,3,2,0
7976,3,1,1,4,6,1,0
2873,2,1,1,6,1,1,0
5084,3,1,2,1,4,1,0
3553,16,5,5,2,4,6,0
2077,8,4,3,4,1,4,1
2356,3,1,1,6,4,1,0
8939,7,2,3,2,5,3,1
1170,3,2,1,4,2,1,0
5847,2,1,1,6,5,1,0
6311,20,6,6,1,6,6,1
104,5,2,2,3,3,2,0
8332,9,3,3,2,3,4,0
3804,8,2,3,4,5,2,0
8255,14,4,5,1,5,5,0
434,20,6,6,4,5,6,1
4821,2,1,1,2,1,1,0
16,8,2,4,1,5,3,0
7622,14,4,5,3,5,4,1
623,8,3,3,2,2,4,0
4334,11,3,4,3,6,3,1
6922,17,6,6,2,4,6,0
655,3,1,1,6,5,1,0
967,4,2,1,6,4,1,0
2411,3,2,1,6,1,2,0
696,1,1,1,6,1,1,0
2590,8,2,3,3,6,2,0
1744,3,2,1,6,1,1,0
1387,9,4,3,2,1,4,1
2696,10,4,3,5,1,4,0
2841,6,3,3,1,2,3,0
5781,3,2,1,6,1,1,0
1113,15,5,6,1,5,5,1
7708,20,6,6,2,6,6,1
2667,5,2,2,3,4,2,0
5575,9,3,3,2,3,4,0
2802,10,5,4,2,1,5,0
8312,8,2,3,4,6,2,0
3831,1,1,1,1,1,1,0
580,11,4,3,6,2,3,1
4066,1,1,1,1,1,1,0
4415,1,1,1,6,1,1,0
1509,10,3,3,5,4,3,1
1714,1,1,1,1,1,1,0
536,5,3,3,1,1,4,0
8828,3,1,1,5,3,1,0
7376,1,1,1,1,1,2,0
1867,1,1,1,4,1,1,0
2122,6,2,2,5,4,2,0
1082,2,1,1,6,2,1,0
2034,7,4,3,1,1,4,0
6563,13,4,4,4,5,4,1
88,5,1,2,6,6,1,0
3993,2,1,1,2,1,1,0
4101,16,5,5,4,4,5,1
5170,15,5,4,5,3,5,1
940,20,6,6,5,4,6,1
6753,11,4,4,1,2,5,0
3910,8,2,2,6,6,2,1
3452,12,3,4,2,6,4,0
5673,15,5,5,4,2,5,1
6994,6,2,1,6,5,1,0
4254,3,1,1,4,2,1,0
6526,20,6,6,4,4,6,1
8236,10,3,3,4,6,3,1
8237,16,5,6,2,3,6,1
64,10,4,3,4,3,4,0
6240,1,1,1,1,1,2,0
7613,16,4,6,1,6,5,0
6366,6,2,2,4,5,2,0
3489,16,5,5,2,5,5,1
5774,16,4,5,4,6,4,1
5015,12,4,4,2,3,5,1
8229,12,4,5,2,5,4,0
2798,20,6,6,5,5,6,1
955,16,6,5,4,2,6,1
1336,11,4,4,1,3,5,1
1038,6,2,2,5,3,2,0
3749,3,1,2,2,3,2,0
3074,13,3,4,4,6,3,1
418,6,2,3,2,5,2,0
4981,3,1,1,4,5,1,0
2236,7,4,3,1,1,5,0
8797,19,6,6,5,6,6,1
3600,20,6,6,6,5,6,1
1909,12,5,5,1,1,6,0
5686,16,5,6,1,5,6,1
7319,6,3,2,3,1,3,0
2636,20,6,6,2,6,6,1
2823,6,2,2,6,3,2,1
6847,10,4,3,5,3,3,1
1219,10,3,3,4,5,3,1
8643,14,5,6,1,2,6,0
2443,9,3,3,3,3,3,1
3286,10,3,4,2,5,4,0
3799,3,2,2,2,3,2,0
4875,1,1,1,2,2,1,0
6742,10,2,3,6,6,2,1
6012,19,6,6,5,5,6,1
5109,2,1,1,5,2,1,0
6973,16,5,4,6,6,3,1
8763,14,4,5,3,5,5,0
862,10,4,4,1,2,5,0
8749,10,4,3,5,2,4,0
757,16,6,5,4,3,6,1
3437,10,4,4,3,1,5,0
1060,7,2,2,4,4,2,0
7023,16,5,4,6,5,4,1
1051,16,5,5,4,4,5,1
296,2,1,1,6,1,1,0
5296,1,1,1,6,2,1,0
4677,13,4,5,1,4,5,0
2909,8,3,3,4,2,3,0
6535,3,1,2,3,6,1,0
8126,10,3,3,4,4,3,0
1927,19,6,6,5,3,6,1
3230,14,5,4,4,2,5,1
5784,7,3,4,1,2,4,0
7107,16,6,5,5,2,6,1
6096,3,1,1,6,6,1,0
5827,16,5,5,5,4,5,1
1099,12,3,4,3,6,3,1
8231,1,1,1,1,1,1,0
2473,2,1,1,3,4,1,0
4459,2,1,1,1,1,1,0
6736,3,2,1,6,2,1,0
5751,8,3,3,4,4,3,0
5918,16,5,5,3,3,5,1
6541,16,6,4,6,2,5,1
4307,3,1,1,4,4,1,0
7820,7,2,2,6,6,1,0
1249,12,4,5,2,3,5,1
7339,12,3,4,3,6,4,1
7757,16,5,4,6,5,4,1
1131,8,4,4,1,1,5,0
5384,17,5,5,6,6,4,1
2340,17,5,6,2,5,5,1
1589,11,4,3,6,4,3,0
4448,10,4,3,5,2,4,1
5830,5,2,2,2,4,2,0
5306,9,3,4,1,4,4,0
1141,11,3,5,1,5,5,1
6666,14,5,5,2,2,5,0
4720,3,1,1,6,4,1,0
7433,8,3,3,2,2,4,0
3927,17,6,6,1,4,6,1
1221,8,3,4,1,2,5,0
7943,10,4,4,1,2,5,0
561,5,3,2,2,1,3,0
7734,18,4,6,4,6,4,1
2086,17,6,6,2,4,6,1
197,2,1,1,6,4,1,0
3069,11,3,3,5,5,3,1
5364,3,1,1,5,2,1,0
5140,3,1,1,6,3,1,0
6756,12,3,4,2,6,4,0
7484,5,2,2,1,2,3,0
414,9,4,4,1,2,5,0
7258,8,3,2,6,3,2,0
1238,11,3,4,1,5,4,0
7500,17,5,6,3,6,5,1
3315,12,4,3,5,3,4,0
5898,10,4,3,5,3,3,1
6446,19,6,6,2,6,6,1
7972,17,5,6,2,5,6,1
1587,4,2,1,6,3,1,0
6307,14,5,5,3,4,5,1
914,9,4,3,2,1,4,0
4531,2,1,1,3,2,1,0
203,18,6,6,2,3,6,1
4566,14,5,4,4,3,5,1
5610,1,1,1,4,2,1,0
7014,15,4,4,6,6,3,0
3971,8,3,3,4,3,3,0
7710,16,6,6,1,2,6,1
5773,16,5,5,3,6,5,1
2082,7,2,3,2,5,3,0
1258,7,4,2,4,1,3,1
5440,16,5,5,4,3,5,1
1917,4,1,1,5,6,1,0
6790,2,1,1,6,3,1,0
8169,2,1,1,1,3,1,0
5733,20,6,6,4,5,6,1
632,5,2,2,1,3,3,0
8110,17,6,6,2,4,6,1
4364,6,3,2,4,1,3,0
1914,13,4,4,4,5,4,1
2000,19,6,6,3,4,6,1
692,5,2,1,6,5,1,0
4600,16,6,6,2,3,6,0
8170,2,2,1,4,1,2,0
1186,20,6,6,5,6,6,1
1575,13,3,4,5,6,2,0
4466,10,4,4,1,2,5,0
4287,5,2,3,1,2,3,0
4690,20,6,6,5,6,6,1
299,11,3,4,4,5,3,0
5990,11,4,4,3,4,4,0
2384,11,5,4,2,1,5,0
5618,5,2,2,2,3,2,0
958,11,4,4,4,3,4,1
3477,6,3,2,3,2,3,0
3736,2,1,1,6,1,1,0
8097,9,4,3,5,2,3,0
7630,16,5,5,3,3,5,0
3316,13,4,4,4,4,4,0
7700,15,6,6,1,1,6,0
7582,7,2,2,4,4,2,0
4134,1,1,1,1,1,2,0
8539,18,6,6,3,3,6,1
963,2,1,1,1,1,2,0
6141,9,3,3,5,4,3,1
7895,14,3,5,3,6,4,1
4684,10,3,4,2,5,4,0
5654,16,6,4,6,2,5,1
7371,12,5,4,2,1,5,0
2481,7,3,3,1,3,3,0
8153,10,2,3,4,6,2,0
5590,8,3,2,6,2,2,0
2297,13,4,4,4,5,4,1
2852,3,1,2,2,6,1,0
1803,13,4,4,5,6,3,1
7720,20,6,6,5,5,6,1
8490,1,1,1,6,1,1,0
5476,9,3,3,2,3,4,0
7528,14,4,4,5,5,4,1
5235,15,5,4,5,4,4,1
3729,1,1,1,6,1,1,0
2471,2,1,1,4,1,1,0
7838,12,4,3,5,4,3,0
5428,14,4,5,1,6,5,1
8997,3,2,1,4,2,1,0
191,11,4,4,2,4,4,0
6175,20,6,6,5,5,6,1
3147,7,2,2,4,5,2,0
3731,8,2,3,2,6,2,0
3158,5,2,3,1,2,3,0
8090,2,1,1,4,6,1,0
2758,4,2,2,4,4,2,0
1846,6,2,3,2,2,3,0
1521,14,5,5,3,3,5,1
8868,3,1,1,4,3,1,0
1306,1,1,1,6,1,1,0
6512,2,1,1,3,1,1,0
6403,7,2,2,6,4,2,0
8450,12,4,5,2,3,5,0
2136,16,4,5,3,6,5,1
4239,2,1,1,3,3,1,0
3490,16,6,5,3,3,6,1
127,2,1,1,5,2,1,0
8399,10,3,2,6,5,2,0
4474,2,1,1,5,2,1,0
993,6,2,2,5,4,2,0
2348,16,5,5,5,4,5,1
